,0
style_malaysian,1.6429670337242127e-05
style_mediterranean,0.0013312321730145889
style_mexican,0.0005132321132972777
style_middle_eastern,0.0005901190205952233
style_minority_chinese,5.38429549021503e-06
style_mongolian,2.50822191647134e-06
style_moroccan,6.077990473259896e-05
style_native_american,1.3923479862341982e-07
style_nepali,2.3997291597818934e-05
style_new_zealand,2.9329733900049477e-07
style_norwegian,1.5460658825865422e-05
style_pakistani,3.814707829340867e-05
style_persian,5.466201150528127e-05
style_peruvian,5.751091441032526e-05
style_pizza,0.0010010349316409049
style_polish,0.00010349928198087929
style_polynesian,1.9712222366278124e-06
style_portuguese,0.0003317307818137333
style_pub,0.0005780358971543104
style_romanian,3.21895393605066e-06
style_russian,3.1780666526124757e-05
style_salvadoran,1.144528834796189e-06
style_scandinavian,8.394130983010191e-05
style_scottish,5.767298818750974e-05
style_seafood,0.00057933781746223
style_singaporean,5.302333439226284e-06
style_slovenian,1.6275362114228183e-05
style_soups,0.00023329567586171247
style_south_american,0.0001843158243519132
style_southwestern,3.2484411293540506e-06
style_spanish,0.0009591375074785695
style_sri_lankan,6.526598680843778e-06
style_steakhouse,0.0002555462095516905
style_street_food,0.00021734327818429368
style_sushi,0.0005484210462051359
style_swedish,4.970627872321461e-05
style_swiss,0.00021082370349549725
style_taiwanese,8.331319033448436e-05
style_thai,0.00021960023895675233
style_tibetan,9.684223451562623e-06
style_tunisian,0.00014241709177977992
style_turkish,0.00047766781604238864
style_ukrainian,1.2722840583698296e-05
style_uzbek,3.0589229910678144e-07
style_vegan_options,0.0005547442057796027
style_vegetarian_friendly,0.0007679594144494508
style_venezuelan,2.6687829080254506e-05
style_vietnamese,0.0002133344002221476
style_welsh,6.069334053117105e-06
style_wine_bar,0.0005659742197956878
style_xinjiang,0.0
style_yunnan,0.0
restorans_in_city,0.06957997775546322
review_1_year,0.004420801635949885
review_2_year,0.00294377184905015
review_delta,0.010850911784856096
ranking_in_city,0.06180422319612007
price_in_city,0.08179483381737063
reviews_in_city,0.011496428025372723
review_text_1_vec_00,0.0
review_text_1_vec_000,0.0
review_text_1_vec_000 degrees,0.0
review_text_1_vec_02,0.0
review_text_1_vec_02 00,0.0
review_text_1_vec_05,0.0
review_text_1_vec_05 aug,0.0
review_text_1_vec_10,2.8246873993863927e-06
review_text_1_vec_10 000,0.0
review_text_1_vec_10 10,1.1847031426397746e-07
review_text_1_vec_10 17,0.0
review_text_1_vec_10 40,0.0
review_text_1_vec_10 80,0.0
review_text_1_vec_10 different,0.0
review_text_1_vec_10 euros,2.2512518412374818e-07
review_text_1_vec_10 gorgious,0.0
review_text_1_vec_10 indian,0.0
review_text_1_vec_10 minutes,0.0
review_text_1_vec_10 place,0.0
review_text_1_vec_10 pm,0.0
review_text_1_vec_10 review,6.386584896534764e-07
review_text_1_vec_10 stars,5.323141256955398e-07
review_text_1_vec_10 steak,0.0
review_text_1_vec_10 whats,0.0
review_text_1_vec_10 yeas,0.0
review_text_1_vec_100,2.602189862348203e-06
review_text_1_vec_100 italian,0.0
review_text_1_vec_100 moroccon,0.0
review_text_1_vec_100 percent,0.0
review_text_1_vec_100 polish,0.0
review_text_1_vec_100 quality,0.0
review_text_1_vec_100 recomendable,1.29119212843054e-07
review_text_1_vec_100 recommend,0.0
review_text_1_vec_100 recommended,0.0
review_text_1_vec_100 satisfied,8.548988014162907e-07
review_text_1_vec_100 vegan,2.349043673312312e-06
review_text_1_vec_100 years,0.0
review_text_1_vec_1000,3.2553675188832634e-07
review_text_1_vec_1000 overrated,0.0
review_text_1_vec_1000 times,0.0
review_text_1_vec_1039,1.1425199123953769e-07
review_text_1_vec_1039 viziorgona,1.6384628620734387e-07
review_text_1_vec_1073,0.0
review_text_1_vec_1073 budapest,0.0
review_text_1_vec_10pm,0.0
review_text_1_vec_10th,3.997971936749402e-07
review_text_1_vec_10th ar,2.6142672860840865e-07
review_text_1_vec_11,9.170583917184497e-07
review_text_1_vec_11 50,0.0
review_text_1_vec_11 people,9.013371689998124e-07
review_text_1_vec_11 wine,1.3034042924280401e-07
review_text_1_vec_1124,0.0
review_text_1_vec_1124 budapest,0.0
review_text_1_vec_1190,0.0
review_text_1_vec_11pm,0.0
review_text_1_vec_11pm tummy,1.8173333929893989e-07
review_text_1_vec_11th,0.0
review_text_1_vec_12,1.660744549683811e-07
review_text_1_vec_12 732,0.0
review_text_1_vec_12 egyketto,0.0
review_text_1_vec_12 family,0.0
review_text_1_vec_12 missed,1.113178708520997e-06
review_text_1_vec_12th,6.94723727524481e-07
review_text_1_vec_13,1.6236209816642193e-07
review_text_1_vec_138,0.0
review_text_1_vec_13e,0.0
review_text_1_vec_13h,2.7933869710857564e-07
review_text_1_vec_14,0.0
review_text_1_vec_14 619,0.0
review_text_1_vec_15,4.950645362720657e-07
review_text_1_vec_15 burger,0.0
review_text_1_vec_15 euro,0.0
review_text_1_vec_15 factors,0.0
review_text_1_vec_15 opposite,0.0
review_text_1_vec_15 tacos,0.0
review_text_1_vec_15 years,3.6264550147388107e-07
review_text_1_vec_1500,2.3243822192454626e-06
review_text_1_vec_1500 difference,2.2759184675152458e-06
review_text_1_vec_15th,1.5088671345170317e-07
review_text_1_vec_15th arrondi,0.0
review_text_1_vec_15th august,1.657569417687802e-07
review_text_1_vec_15th good,0.0
review_text_1_vec_16,5.818421600390785e-07
review_text_1_vec_16 18,0.0
review_text_1_vec_16 people,0.0
review_text_1_vec_1601,0.0
review_text_1_vec_1601 pub,0.0
review_text_1_vec_16th,0.0
review_text_1_vec_16th anniversary,0.0
review_text_1_vec_17,1.980442367305791e-06
review_text_1_vec_17 people,6.461340109519368e-07
review_text_1_vec_17 years,0.0
review_text_1_vec_17th,0.0
review_text_1_vec_18,1.872046638723602e-06
review_text_1_vec_18 00,0.0
review_text_1_vec_18 cup,1.0070528485357508e-06
review_text_1_vec_18 euros,1.062840106153301e-06
review_text_1_vec_18 galla,0.0
review_text_1_vec_19,0.0
review_text_1_vec_19 jazz,0.0
review_text_1_vec_1930,0.0
review_text_1_vec_1breaded,1.142265879928783e-07
review_text_1_vec_1breaded chicken,0.0
review_text_1_vec_1hour,1.049920117428904e-06
review_text_1_vec_1hour 45mins,1.4476687147562557e-07
review_text_1_vec_1pm,0.0
review_text_1_vec_1pm till,2.962345725515366e-07
review_text_1_vec_1st,3.186297316502413e-07
review_text_1_vec_1st art,0.0
review_text_1_vec_1st class,0.0
review_text_1_vec_1st night,2.218304263501942e-07
review_text_1_vec_1st november,0.0
review_text_1_vec_1st time,4.913673611514431e-07
review_text_1_vec_1st wedding,0.0
review_text_1_vec_20,7.961327613234299e-07
review_text_1_vec_20 2016,0.0
review_text_1_vec_20 eur,0.0
review_text_1_vec_20 years,0.0
review_text_1_vec_20 yrs,0.0
review_text_1_vec_2011,0.0
review_text_1_vec_2011 chez,0.0
review_text_1_vec_2014,8.565726433350742e-07
review_text_1_vec_2015,0.0
review_text_1_vec_2016,9.21921566253525e-07
review_text_1_vec_2017,3.137332281534052e-07
review_text_1_vec_2017 18,0.0
review_text_1_vec_2017 event,0.0
review_text_1_vec_2017 visit,0.0
review_text_1_vec_2018,1.506645458787994e-07
review_text_1_vec_20th,1.549984942210744e-07
review_text_1_vec_20th ce,3.813908534919467e-07
review_text_1_vec_20th century,0.0
review_text_1_vec_21,0.0
review_text_1_vec_21 10,0.0
review_text_1_vec_21 euros,0.0
review_text_1_vec_21 lunch,0.0
review_text_1_vec_22,0.0
review_text_1_vec_22nd,0.0
review_text_1_vec_22nd 2015,0.0
review_text_1_vec_23,0.0
review_text_1_vec_23 september,0.0
review_text_1_vec_24,1.4759951125284897e-07
review_text_1_vec_24 34,0.0
review_text_1_vec_24 clo,0.0
review_text_1_vec_24 hour,0.0
review_text_1_vec_24 hours,2.146740194661971e-07
review_text_1_vec_25,7.571200927179779e-07
review_text_1_vec_25 years,0.0
review_text_1_vec_250grammi,0.0
review_text_1_vec_250grammi great,0.0
review_text_1_vec_26,1.8426825228580703e-07
review_text_1_vec_26 feb,0.0
review_text_1_vec_27,4.379879114106822e-07
review_text_1_vec_29,0.0
review_text_1_vec_29 2016,1.5728626987698723e-07
review_text_1_vec_2929,0.0
review_text_1_vec_2929 ne,0.0
review_text_1_vec_2ft,1.20854324589249e-07
review_text_1_vec_2ft pizza,0.0
review_text_1_vec_2nd,9.474833218873458e-07
review_text_1_vec_2nd 3rd,0.0
review_text_1_vec_2nd arr,0.0
review_text_1_vec_2nd breakfast,0.0
review_text_1_vec_2nd livi,0.0
review_text_1_vec_2nd visit,9.735499727450562e-07
review_text_1_vec_2x,5.892813575506514e-07
review_text_1_vec_2x day,0.0
review_text_1_vec_2ème,0.0
review_text_1_vec_30,2.667856485770365e-06
review_text_1_vec_30 mins,1.8465840243186109e-07
review_text_1_vec_30 minutes,0.0
review_text_1_vec_30 party,0.0
review_text_1_vec_30 pièce,0.0
review_text_1_vec_30 years,1.407563330944168e-06
review_text_1_vec_31st,0.0
review_text_1_vec_31st night,0.0
review_text_1_vec_33,0.0
review_text_1_vec_34,0.0
review_text_1_vec_35,0.0
review_text_1_vec_35 eur,1.5299491067456647e-07
review_text_1_vec_35 years,0.0
review_text_1_vec_3arena,3.256837736556367e-07
review_text_1_vec_3rd,1.6071731848099053e-07
review_text_1_vec_3rd time,0.0
review_text_1_vec_3rd visit,2.4794887621760567e-07
review_text_1_vec_3th,0.0
review_text_1_vec_3th time,0.0
review_text_1_vec_3x,1.218277911159642e-07
review_text_1_vec_3x food,7.079047493630417e-07
review_text_1_vec_3x nicest,0.0
review_text_1_vec_40,0.0
review_text_1_vec_40 discount,0.0
review_text_1_vec_40 euros,0.0
review_text_1_vec_40 minutes,0.0
review_text_1_vec_40 pounds,0.0
review_text_1_vec_40 street,0.0
review_text_1_vec_400,0.0
review_text_1_vec_400 wines,0.0
review_text_1_vec_40th,1.5386882442935662e-07
review_text_1_vec_40th birthday,1.013941200922251e-06
review_text_1_vec_43,4.4523115547923126e-07
review_text_1_vec_43 café,7.993015603107668e-07
review_text_1_vec_45,0.0
review_text_1_vec_45 mins,0.0
review_text_1_vec_45mins,1.0978617950142212e-06
review_text_1_vec_45mins cold,0.0
review_text_1_vec_46,0.0
review_text_1_vec_46 eur,0.0
review_text_1_vec_468,0.0
review_text_1_vec_4th,1.4969008472258387e-07
review_text_1_vec_4th nye,0.0
review_text_1_vec_4th time,0.0
review_text_1_vec_4th visit,0.0
review_text_1_vec_50,1.2674480830383407e-06
review_text_1_vec_50 50,0.0
review_text_1_vec_50 bottle,0.0
review_text_1_vec_50 cent,0.0
review_text_1_vec_50 euros,1.9976057371164007e-07
review_text_1_vec_50 experience,0.0
review_text_1_vec_50 fourchette,0.0
review_text_1_vec_50 inf,0.0
review_text_1_vec_50 oder,0.0
review_text_1_vec_50 wok,0.0
review_text_1_vec_50s,0.0
review_text_1_vec_50s style,0.0
review_text_1_vec_50th,1.4161083267060748e-07
review_text_1_vec_50th birthday,0.0
review_text_1_vec_50th weekend,1.7968641092750782e-07
review_text_1_vec_51,0.0
review_text_1_vec_52,0.0
review_text_1_vec_5hrs,0.0
review_text_1_vec_5hrs sushi,0.0
review_text_1_vec_5mn,4.57190248881698e-07
review_text_1_vec_5mn wal,2.21318026742589e-07
review_text_1_vec_5pm,0.0
review_text_1_vec_5th,0.0
review_text_1_vec_5years,0.0
review_text_1_vec_5years married,0.0
review_text_1_vec_5yo,0.0
review_text_1_vec_60,0.0
review_text_1_vec_60 70s,1.6394457162600124e-07
review_text_1_vec_60 spent,0.0
review_text_1_vec_60th,0.0
review_text_1_vec_60th birthday,0.0
review_text_1_vec_61,0.0
review_text_1_vec_619,0.0
review_text_1_vec_619 restaurants,0.0
review_text_1_vec_6me,0.0
review_text_1_vec_70s,9.806389206263754e-06
review_text_1_vec_70s designed,0.0
review_text_1_vec_732,0.0
review_text_1_vec_732 sur,0.0
review_text_1_vec_75,2.8233019878527656e-07
review_text_1_vec_75 dk,0.0
review_text_1_vec_750ml,0.0
review_text_1_vec_750ml bottle,0.0
review_text_1_vec_77,0.0
review_text_1_vec_77 beers,0.0
review_text_1_vec_7th,0.0
review_text_1_vec_80,0.0
review_text_1_vec_90,1.327140517443943e-07
review_text_1_vec_90 euro,0.0
review_text_1_vec_90th,1.565088614719717e-07
review_text_1_vec_90th birthday,5.030599630126892e-07
review_text_1_vec_91st,0.0
review_text_1_vec_91st birthday,0.0
review_text_1_vec_95,0.0
review_text_1_vec_95 including,0.0
review_text_1_vec_95 worth,0.0
review_text_1_vec_9pm,0.0
review_text_1_vec_9th,0.0
review_text_1_vec_9th district,0.0
review_text_1_vec__ï,0.0
review_text_1_vec__ï ï_,0.0
review_text_1_vec_a1,1.3240345567081864e-05
review_text_1_vec_a1 drinks,1.1807960900229023e-07
review_text_1_vec_aa,4.864217840342758e-07
review_text_1_vec_aamiainen,0.0
review_text_1_vec_ab,1.2866910555789804e-06
review_text_1_vec_ab_comments,7.68435413736239e-07
review_text_1_vec_abba,0.0
review_text_1_vec_abba museum,1.160788203680425e-07
review_text_1_vec_abbas,0.0
review_text_1_vec_abholen,0.0
review_text_1_vec_abit,0.0
review_text_1_vec_abit expensive,0.0
review_text_1_vec_abit pricey,1.0133667458875317e-07
review_text_1_vec_able,1.6627156542246704e-06
review_text_1_vec_able make,1.371615086821739e-06
review_text_1_vec_abricot,0.0
review_text_1_vec_abroad,0.0
review_text_1_vec_abrupt,1.654377177036195e-07
review_text_1_vec_abrupt service,0.0
review_text_1_vec_abs,2.587650433105791e-07
review_text_1_vec_absoloutley,0.0
review_text_1_vec_absoloutley terrific,0.0
review_text_1_vec_absolut,1.488866725360572e-07
review_text_1_vec_absolute,2.5142847137608725e-06
review_text_1_vec_absolute best,0.0
review_text_1_vec_absolute bliss,0.0
review_text_1_vec_absolute gem,3.1688614330315922e-06
review_text_1_vec_absolute treat,1.5661300134057806e-07
review_text_1_vec_absolutelly,0.0
review_text_1_vec_absolutelly great,0.0
review_text_1_vec_absolutely,1.3369015463442928e-05
review_text_1_vec_absolutely amazing,0.0
review_text_1_vec_absolutely amzing,0.0
review_text_1_vec_absolutely authentic,0.0
review_text_1_vec_absolutely awesome,0.0
review_text_1_vec_absolutely best,0.0
review_text_1_vec_absolutely brilliant,0.0
review_text_1_vec_absolutely delicious,8.730660207924858e-07
review_text_1_vec_absolutely delicous,0.0
review_text_1_vec_absolutely delightful,0.0
review_text_1_vec_absolutely disgraceful,6.018141287906131e-07
review_text_1_vec_absolutely disgusting,7.764244937780945e-07
review_text_1_vec_absolutely divine,0.0
review_text_1_vec_absolutely dreadful,0.0
review_text_1_vec_absolutely excellent,0.0
review_text_1_vec_absolutely fab,1.5120046524249817e-06
review_text_1_vec_absolutely fabulous,0.0
review_text_1_vec_absolutely fantastic,1.2098296133061586e-06
review_text_1_vec_absolutely fine,0.0
review_text_1_vec_absolutely horrible,3.6329304031361165e-07
review_text_1_vec_absolutely hungarian,0.0
review_text_1_vec_absolutely incredible,0.0
review_text_1_vec_absolutely love,0.0
review_text_1_vec_absolutely lovely,0.0
review_text_1_vec_absolutely outstanding,0.0
review_text_1_vec_absolutely packed,0.0
review_text_1_vec_absolutely perfect,9.571623993161711e-07
review_text_1_vec_absolutely rude,0.0
review_text_1_vec_absolutely shocking,1.3179779211064576e-07
review_text_1_vec_absolutely sublime,3.237574186594934e-07
review_text_1_vec_absolutely superb,0.0
review_text_1_vec_absolutely tasty,0.0
review_text_1_vec_absolutely terrible,2.9541049731755573e-06
review_text_1_vec_absolutely wonderful,0.0
review_text_1_vec_absolutely worth,0.0
review_text_1_vec_absolutely yummy,0.0
review_text_1_vec_absolutly,1.4104427186637934e-07
review_text_1_vec_absolutly amazing,0.0
review_text_1_vec_absolutly good,0.0
review_text_1_vec_absolutly horrible,1.1496189293918068e-07
review_text_1_vec_absoultely,0.0
review_text_1_vec_absoultely great,0.0
review_text_1_vec_abundant,0.0
review_text_1_vec_abundant food,0.0
review_text_1_vec_abusive,0.0
review_text_1_vec_abusive restaurant,0.0
review_text_1_vec_abysmal,2.443919750572923e-07
review_text_1_vec_abysmal servic,1.2876089793343586e-07
review_text_1_vec_ac,0.0
review_text_1_vec_acasa,9.040097384386958e-07
review_text_1_vec_accceptable,0.0
review_text_1_vec_accent,0.0
review_text_1_vec_accept,0.0
review_text_1_vec_accept card,0.0
review_text_1_vec_acceptab,1.1652345467992322e-07
review_text_1_vec_acceptable,1.1881551519398713e-06
review_text_1_vec_acceptable bakes,0.0
review_text_1_vec_acceptable cheap,1.7677514216941964e-07
review_text_1_vec_acceptable coffee,0.0
review_text_1_vec_acceptable food,0.0
review_text_1_vec_acceptable having,0.0
review_text_1_vec_acceptable lunchtime,0.0
review_text_1_vec_acceptable price,0.0
review_text_1_vec_acceptable reasonably,0.0
review_text_1_vec_acceptable rude,0.0
review_text_1_vec_acceptance,0.0
review_text_1_vec_accepted,0.0
review_text_1_vec_accepted extremely,0.0
review_text_1_vec_accepted order,0.0
review_text_1_vec_accepts,8.361530715042098e-07
review_text_1_vec_accepts ticket,1.179181499471375e-06
review_text_1_vec_access,0.0
review_text_1_vec_access tram,0.0
review_text_1_vec_accessible,0.0
review_text_1_vec_accessible michelin,0.0
review_text_1_vec_accident,0.0
review_text_1_vec_accident loved,0.0
review_text_1_vec_accidental,4.577713227006947e-07
review_text_1_vec_accidental discovery,4.946369847298692e-07
review_text_1_vec_accidental stop,0.0
review_text_1_vec_accidental tasty,5.258246992485531e-07
review_text_1_vec_accidentally,2.1076531610423796e-06
review_text_1_vec_accidentally amazing,1.0447291987466493e-06
review_text_1_vec_accidently,5.847429571735966e-07
review_text_1_vec_accidently pressed,3.0855018815963865e-07
review_text_1_vec_accoglienza,0.0
review_text_1_vec_accoglienza come,0.0
review_text_1_vec_accomidation,1.1905330538318551e-07
review_text_1_vec_accommodated,0.0
review_text_1_vec_accommodated vegan,1.60895258752167e-07
review_text_1_vec_accommodating,8.79787855631269e-07
review_text_1_vec_accommodating bad,0.0
review_text_1_vec_accommodating cafe,0.0
review_text_1_vec_accommodating gluten,0.0
review_text_1_vec_accommodating service,0.0
review_text_1_vec_accommodating staff,1.5216942019444529e-07
review_text_1_vec_accommodation,0.0
review_text_1_vec_accommodation live,0.0
review_text_1_vec_accomodated,3.679427707000022e-07
review_text_1_vec_accomodated nye,8.438500916628037e-07
review_text_1_vec_accomodating,3.8497352348053524e-07
review_text_1_vec_accomodation,1.5267767411979245e-07
review_text_1_vec_accompan,0.0
review_text_1_vec_accompanied,3.2657399243360725e-07
review_text_1_vec_accompanied awesome,0.0
review_text_1_vec_accompanying,0.0
review_text_1_vec_accompanying service,0.0
review_text_1_vec_accurate,0.0
review_text_1_vec_ace,5.734130371534741e-07
review_text_1_vec_ace clubs,0.0
review_text_1_vec_achiever,0.0
review_text_1_vec_acogedor,0.0
review_text_1_vec_acogedor confortável,0.0
review_text_1_vec_acoustics,0.0
review_text_1_vec_acoustics poor,0.0
review_text_1_vec_acoustics view,0.0
review_text_1_vec_acro,3.091153838633742e-07
review_text_1_vec_acroplis,0.0
review_text_1_vec_acroplis eve,0.0
review_text_1_vec_acropole,0.0
review_text_1_vec_acropole view,0.0
review_text_1_vec_acropolis,1.6403927061531579e-07
review_text_1_vec_acropolis area,1.416170725908073e-07
review_text_1_vec_acropolis hig,0.0
review_text_1_vec_acsess,2.9964660028081605e-07
review_text_1_vec_act,0.0
review_text_1_vec_actua,0.0
review_text_1_vec_actually,6.834734317112386e-06
review_text_1_vec_actually bad,0.0
review_text_1_vec_actually better,2.884073205587985e-06
review_text_1_vec_actually different,2.2472380545417894e-07
review_text_1_vec_actually good,0.0
review_text_1_vec_actually ok,0.0
review_text_1_vec_actually poor,0.0
review_text_1_vec_actually tasted,1.9763382785704616e-06
review_text_1_vec_ad,8.523209347082365e-08
review_text_1_vec_ad experience,0.0
review_text_1_vec_ad hoc,1.3004616360830876e-07
review_text_1_vec_adam,1.4754425254831888e-06
review_text_1_vec_adap,0.0
review_text_1_vec_adaptable,6.402267074653688e-07
review_text_1_vec_add,1.4044806217033237e-07
review_text_1_vec_add neighbourhood,0.0
review_text_1_vec_add tzazik,8.631495767006571e-08
review_text_1_vec_add wait,0.0
review_text_1_vec_added,0.0
review_text_1_vec_added end,0.0
review_text_1_vec_added new,0.0
review_text_1_vec_addicted,0.0
review_text_1_vec_addition,3.773622845557518e-07
review_text_1_vec_addition amalienborgmuseet,0.0
review_text_1_vec_addition area,0.0
review_text_1_vec_addition mydd,0.0
review_text_1_vec_addition neighbourhood,0.0
review_text_1_vec_addition parkgate,0.0
review_text_1_vec_addition san,5.881344244717426e-07
review_text_1_vec_additional,0.0
review_text_1_vec_additional vi,0.0
review_text_1_vec_additions,0.0
review_text_1_vec_address,1.3612008839045777e-06
review_text_1_vec_address book,0.0
review_text_1_vec_address dinner,0.0
review_text_1_vec_address low,0.0
review_text_1_vec_address share,0.0
review_text_1_vec_address thai,0.0
review_text_1_vec_adequate,1.5233254006075893e-07
review_text_1_vec_adequate ambiance,0.0
review_text_1_vec_adequate cheerful,2.3141664113002724e-07
review_text_1_vec_adequate little,0.0
review_text_1_vec_adequate lunch,0.0
review_text_1_vec_adevnture,0.0
review_text_1_vec_adjusted,1.3195999463216991e-07
review_text_1_vec_adjusted western,0.0
review_text_1_vec_ador,0.0
review_text_1_vec_adorable,7.898151911659877e-06
review_text_1_vec_adorable austrian,1.0453232158831845e-06
review_text_1_vec_adorable cafe,0.0
review_text_1_vec_adorable delicious,2.7691463514522336e-07
review_text_1_vec_adorable diner,1.834608544841033e-06
review_text_1_vec_adorable little,0.0
review_text_1_vec_adore,7.905988021319471e-07
review_text_1_vec_adore place,0.0
review_text_1_vec_adress,1.2418377474737768e-06
review_text_1_vec_adress tripadvisor,7.040515942244894e-07
review_text_1_vec_adresse,0.0
review_text_1_vec_adrionos,8.07311780018539e-06
review_text_1_vec_ads,0.0
review_text_1_vec_ads slow,0.0
review_text_1_vec_adults,0.0
review_text_1_vec_adv,3.2570242541170907e-07
review_text_1_vec_advance,6.770044645085189e-07
review_text_1_vec_advance great,0.0
review_text_1_vec_adventure,3.5834205427035487e-07
review_text_1_vec_adventures,5.6223704673147315e-06
review_text_1_vec_adventures _ï,0.0
review_text_1_vec_adventurous,0.0
review_text_1_vec_adventurous cuisine,0.0
review_text_1_vec_adventurous eater,0.0
review_text_1_vec_adventus,0.0
review_text_1_vec_advertised,0.0
review_text_1_vec_advertised thei,2.3477004613396288e-07
review_text_1_vec_advertising,1.8503041140856217e-06
review_text_1_vec_advertising rude,1.0402338407339686e-06
review_text_1_vec_adverts,0.0
review_text_1_vec_adverts dont,0.0
review_text_1_vec_advice,2.4298268554184123e-07
review_text_1_vec_advice charming,0.0
review_text_1_vec_advice got,0.0
review_text_1_vec_advised,0.0
review_text_1_vec_advised menu,0.0
review_text_1_vec_aesthetic,0.0
review_text_1_vec_aesthetic great,0.0
review_text_1_vec_af,8.692295374467027e-07
review_text_1_vec_affable,0.0
review_text_1_vec_affable staff,0.0
review_text_1_vec_affair,0.0
review_text_1_vec_affirdable,0.0
review_text_1_vec_affo,0.0
review_text_1_vec_afford,0.0
review_text_1_vec_afforda,0.0
review_text_1_vec_affordab,0.0
review_text_1_vec_affordabl,0.0
review_text_1_vec_affordable,2.4533988994115387e-05
review_text_1_vec_affordable 10,0.0
review_text_1_vec_affordable austrian,0.0
review_text_1_vec_affordable authentic,0.0
review_text_1_vec_affordable beautifully,0.0
review_text_1_vec_affordable burgers,0.0
review_text_1_vec_affordable chicken,0.0
review_text_1_vec_affordable cooking,5.2975814027907405e-05
review_text_1_vec_affordable cozy,3.463480701487305e-07
review_text_1_vec_affordable delicious,4.2207416900116764e-07
review_text_1_vec_affordable easy,1.6055267322990976e-07
review_text_1_vec_affordable easygoing,0.0
review_text_1_vec_affordable efficient,0.0
review_text_1_vec_affordable exce,0.0
review_text_1_vec_affordable filling,2.3429207605117172e-07
review_text_1_vec_affordable food,1.2956322304862905e-06
