,0
review_text_1_vec_100 quality,1.564502821911504e-07
review_text_1_vec_100 recomendable,1.7459886583570502e-07
review_text_1_vec_100 recommend,0.0
review_text_1_vec_100 recommended,0.0
review_text_1_vec_100 satisfied,2.7835793755309513e-06
review_text_1_vec_100 vegan,3.6777541530657524e-06
review_text_1_vec_100 years,0.0
review_text_1_vec_1000 overrated,4.369660748669306e-07
review_text_1_vec_1000 times,0.0
review_text_1_vec_1039 viziorgona,0.0
review_text_1_vec_1073 budapest,7.177367110486079e-07
review_text_1_vec_10th ar,0.0
review_text_1_vec_11 50,0.0
review_text_1_vec_11 people,1.9086475875254893e-06
review_text_1_vec_11 wine,0.0
review_text_1_vec_1124 budapest,0.0
review_text_1_vec_11pm tummy,1.627563686269661e-07
review_text_1_vec_12 732,0.0
review_text_1_vec_12 egyketto,0.0
review_text_1_vec_12 family,0.0
review_text_1_vec_12 missed,1.836039672987062e-06
review_text_1_vec_14 619,0.0
review_text_1_vec_15 burger,0.0
review_text_1_vec_15 euro,2.8387941778586396e-07
review_text_1_vec_15 factors,2.160868859039576e-07
review_text_1_vec_15 opposite,0.0
review_text_1_vec_15 tacos,0.0
review_text_1_vec_15 years,1.5148810936466765e-07
review_text_1_vec_1500 difference,4.291888280581775e-06
review_text_1_vec_15th arrondi,0.0
review_text_1_vec_15th august,1.5881644280351275e-06
review_text_1_vec_15th good,0.0
review_text_1_vec_16 18,9.181810691063789e-08
review_text_1_vec_16 people,0.0
review_text_1_vec_1601 pub,0.0
review_text_1_vec_16th anniversary,0.0
review_text_1_vec_17 people,1.7964820661991792e-06
review_text_1_vec_17 years,6.472886503048108e-07
review_text_1_vec_18 00,0.0
review_text_1_vec_18 cup,3.7587840642159563e-06
review_text_1_vec_18 euros,0.0
review_text_1_vec_18 galla,0.0
review_text_1_vec_19 jazz,0.0
review_text_1_vec_1breaded chicken,0.0
review_text_1_vec_1hour 45mins,3.892701937769116e-06
review_text_1_vec_1pm till,0.0
review_text_1_vec_1st art,0.0
review_text_1_vec_1st class,0.0
review_text_1_vec_1st night,3.236444594002409e-07
review_text_1_vec_1st november,0.0
review_text_1_vec_1st time,1.8756271789985623e-07
review_text_1_vec_1st wedding,0.0
review_text_1_vec_20 2016,1.2983052207652374e-07
review_text_1_vec_20 eur,0.0
review_text_1_vec_20 years,0.0
review_text_1_vec_20 yrs,0.0
review_text_1_vec_2011 chez,0.0
review_text_1_vec_2017 18,0.0
review_text_1_vec_2017 event,0.0
review_text_1_vec_2017 visit,0.0
review_text_1_vec_20th ce,1.5292160047830855e-06
review_text_1_vec_20th century,0.0
review_text_1_vec_21 10,0.0
review_text_1_vec_21 euros,0.0
review_text_1_vec_21 lunch,1.6386480077767774e-07
review_text_1_vec_22nd 2015,0.0
review_text_1_vec_23 september,0.0
review_text_1_vec_24 34,0.0
review_text_1_vec_24 clo,0.0
review_text_1_vec_24 hour,0.0
review_text_1_vec_24 hours,3.5469729407644234e-07
review_text_1_vec_25 years,1.1475793885972511e-07
review_text_1_vec_250grammi great,8.461660782981346e-08
review_text_1_vec_26 feb,0.0
review_text_1_vec_29 2016,1.1762417686852375e-07
review_text_1_vec_2929 ne,0.0
review_text_1_vec_2ft pizza,0.0
review_text_1_vec_2nd 3rd,0.0
review_text_1_vec_2nd arr,0.0
review_text_1_vec_2nd breakfast,0.0
review_text_1_vec_2nd livi,0.0
review_text_1_vec_2nd visit,2.1590098627671285e-06
review_text_1_vec_2x day,0.0
review_text_1_vec_30 mins,2.0868595265837554e-06
review_text_1_vec_30 minutes,0.0
review_text_1_vec_30 party,1.2047218176421307e-06
review_text_1_vec_30 pièce,0.0
review_text_1_vec_30 years,8.149230661330582e-07
review_text_1_vec_31st night,0.0
review_text_1_vec_35 eur,1.2942992496789735e-07
review_text_1_vec_35 years,0.0
review_text_1_vec_3rd time,2.640024960345059e-07
review_text_1_vec_3rd visit,0.0
review_text_1_vec_3th time,0.0
review_text_1_vec_3x food,1.3451843189097993e-06
review_text_1_vec_3x nicest,0.0
review_text_1_vec_40 discount,0.0
review_text_1_vec_40 euros,0.0
review_text_1_vec_40 minutes,0.0
review_text_1_vec_40 pounds,2.2877399170644253e-07
review_text_1_vec_40 street,0.0
review_text_1_vec_400 wines,0.0
review_text_1_vec_40th birthday,1.5386882442935656e-07
review_text_1_vec_43 café,4.998976871492776e-07
review_text_1_vec_45 mins,0.0
review_text_1_vec_45mins cold,0.0
review_text_1_vec_46 eur,0.0
review_text_1_vec_4th nye,0.0
review_text_1_vec_4th time,0.0
review_text_1_vec_4th visit,1.1595470844382205e-07
review_text_1_vec_50 50,0.0
review_text_1_vec_50 bottle,0.0
review_text_1_vec_50 cent,0.0
review_text_1_vec_50 euros,2.319819878973607e-07
review_text_1_vec_50 experience,0.0
review_text_1_vec_50 fourchette,1.4936447450023324e-07
review_text_1_vec_50 inf,1.374222626235485e-07
review_text_1_vec_50 oder,0.0
review_text_1_vec_50 wok,0.0
review_text_1_vec_50s style,0.0
review_text_1_vec_50th birthday,0.0
review_text_1_vec_50th weekend,0.0
review_text_1_vec_5hrs sushi,0.0
review_text_1_vec_5mn wal,7.07335532988693e-07
review_text_1_vec_5years married,0.0
review_text_1_vec_60 70s,6.46995809505187e-07
review_text_1_vec_60 spent,0.0
review_text_1_vec_60th birthday,0.0
review_text_1_vec_619 restaurants,0.0
review_text_1_vec_70s designed,0.0
review_text_1_vec_732 sur,0.0
review_text_1_vec_75 dk,2.933814845540693e-07
review_text_1_vec_750ml bottle,1.2807104356928916e-07
review_text_1_vec_77 beers,0.0
review_text_1_vec_90 euro,1.3271405174439434e-07
review_text_1_vec_90th birthday,2.1090100353771183e-06
review_text_1_vec_91st birthday,0.0
review_text_1_vec_95 including,0.0
review_text_1_vec_95 worth,0.0
review_text_1_vec_9th district,0.0
review_text_1_vec__ï ï_,0.0
review_text_1_vec_a1 drinks,1.4570943873768647e-07
review_text_1_vec_abba museum,0.0
review_text_1_vec_abit expensive,0.0
review_text_1_vec_abit pricey,6.442699559287643e-07
review_text_1_vec_able make,2.8148942640837113e-06
review_text_1_vec_abrupt service,4.737461069684289e-07
review_text_1_vec_absoloutley terrific,0.0
review_text_1_vec_absolute best,9.313731510375075e-07
review_text_1_vec_absolute bliss,0.0
review_text_1_vec_absolute gem,3.9707054780072825e-06
review_text_1_vec_absolute treat,0.0
review_text_1_vec_absolutelly great,0.0
review_text_1_vec_absolutely amazing,6.571849215774458e-07
review_text_1_vec_absolutely amzing,0.0
review_text_1_vec_absolutely authentic,0.0
review_text_1_vec_absolutely awesome,0.0
review_text_1_vec_absolutely best,0.0
review_text_1_vec_absolutely brilliant,6.79486063908786e-07
review_text_1_vec_absolutely delicious,1.0804492023631743e-06
review_text_1_vec_absolutely delicous,0.0
review_text_1_vec_absolutely delightful,0.0
review_text_1_vec_absolutely disgraceful,0.0
review_text_1_vec_absolutely disgusting,1.021641401495624e-06
review_text_1_vec_absolutely divine,0.0
review_text_1_vec_absolutely dreadful,0.0
review_text_1_vec_absolutely excellent,0.0
review_text_1_vec_absolutely fab,4.489096521960031e-06
review_text_1_vec_absolutely fabulous,0.0
review_text_1_vec_absolutely fantastic,9.148784754652131e-07
review_text_1_vec_absolutely fine,0.0
review_text_1_vec_absolutely horrible,1.2424229343465048e-06
review_text_1_vec_absolutely hungarian,0.0
review_text_1_vec_absolutely incredible,0.0
review_text_1_vec_absolutely love,0.0
review_text_1_vec_absolutely lovely,0.0
review_text_1_vec_absolutely outstanding,0.0
review_text_1_vec_absolutely packed,0.0
review_text_1_vec_absolutely perfect,9.316991832341335e-07
review_text_1_vec_absolutely rude,0.0
review_text_1_vec_absolutely shocking,0.0
review_text_1_vec_absolutely sublime,1.2184685048292825e-06
review_text_1_vec_absolutely superb,0.0
review_text_1_vec_absolutely tasty,0.0
review_text_1_vec_absolutely terrible,1.1831444422071375e-06
review_text_1_vec_absolutely wonderful,0.0
review_text_1_vec_absolutely worth,0.0
review_text_1_vec_absolutely yummy,0.0
review_text_1_vec_absolutly amazing,0.0
review_text_1_vec_absolutly good,0.0
review_text_1_vec_absolutly horrible,1.1738010563166293e-07
review_text_1_vec_absoultely great,0.0
review_text_1_vec_abundant food,0.0
review_text_1_vec_abusive restaurant,0.0
review_text_1_vec_abysmal servic,1.0738421847394072e-06
review_text_1_vec_accept card,0.0
review_text_1_vec_acceptable bakes,1.6338073542490295e-07
review_text_1_vec_acceptable cheap,5.235317856308648e-07
review_text_1_vec_acceptable coffee,0.0
review_text_1_vec_acceptable food,0.0
review_text_1_vec_acceptable having,0.0
review_text_1_vec_acceptable lunchtime,0.0
review_text_1_vec_acceptable price,5.344307932801995e-07
review_text_1_vec_acceptable reasonably,0.0
review_text_1_vec_acceptable rude,1.3884941501180136e-07
review_text_1_vec_accepted extremely,2.0640213065565273e-07
review_text_1_vec_accepted order,0.0
review_text_1_vec_accepts ticket,7.13504144896781e-07
review_text_1_vec_access tram,0.0
review_text_1_vec_accessible michelin,0.0
review_text_1_vec_accident loved,0.0
review_text_1_vec_accidental discovery,5.735786540397245e-07
review_text_1_vec_accidental stop,0.0
review_text_1_vec_accidental tasty,3.052125242525731e-07
review_text_1_vec_accidentally amazing,4.373761904225991e-06
review_text_1_vec_accidently pressed,1.3373242093456033e-06
review_text_1_vec_accoglienza come,0.0
review_text_1_vec_accommodated vegan,0.0
review_text_1_vec_accommodating bad,0.0
review_text_1_vec_accommodating cafe,0.0
review_text_1_vec_accommodating gluten,1.5640851509134601e-07
review_text_1_vec_accommodating service,1.5579218473469293e-07
review_text_1_vec_accommodating staff,3.2533875666726255e-07
review_text_1_vec_accommodation live,0.0
review_text_1_vec_accomodated nye,7.449996589761215e-07
review_text_1_vec_accompanied awesome,0.0
review_text_1_vec_accompanying service,0.0
review_text_1_vec_ace clubs,0.0
review_text_1_vec_acogedor confortável,0.0
review_text_1_vec_acoustics poor,0.0
review_text_1_vec_acoustics view,0.0
review_text_1_vec_acroplis eve,0.0
review_text_1_vec_acropole view,1.4915703899414282e-07
review_text_1_vec_acropolis area,4.6040481710633945e-07
review_text_1_vec_acropolis hig,0.0
review_text_1_vec_actually bad,0.0
review_text_1_vec_actually better,4.8889724962401435e-06
review_text_1_vec_actually different,1.58540454045029e-07
review_text_1_vec_actually good,0.0
review_text_1_vec_actually ok,0.0
review_text_1_vec_actually poor,0.0
review_text_1_vec_actually tasted,1.6186995541968019e-06
review_text_1_vec_ad experience,0.0
review_text_1_vec_ad hoc,1.5181664014577406e-07
review_text_1_vec_add neighbourhood,0.0
review_text_1_vec_add tzazik,1.5781568103327203e-07
review_text_1_vec_add wait,1.634904315384111e-07
review_text_1_vec_added end,0.0
review_text_1_vec_added new,0.0
review_text_1_vec_addition amalienborgmuseet,0.0
review_text_1_vec_addition area,1.334505936584673e-07
review_text_1_vec_addition mydd,0.0
review_text_1_vec_addition neighbourhood,0.0
review_text_1_vec_addition parkgate,0.0
review_text_1_vec_addition san,5.32256639447986e-07
review_text_1_vec_additional vi,0.0
review_text_1_vec_address book,0.0
review_text_1_vec_address dinner,0.0
review_text_1_vec_address low,1.6363294952541752e-07
review_text_1_vec_address share,0.0
review_text_1_vec_address thai,0.0
review_text_1_vec_adequate ambiance,0.0
review_text_1_vec_adequate cheerful,0.0
review_text_1_vec_adequate little,0.0
review_text_1_vec_adequate lunch,0.0
review_text_1_vec_adjusted western,0.0
review_text_1_vec_adorable austrian,1.6498622017801532e-06
review_text_1_vec_adorable cafe,0.0
review_text_1_vec_adorable delicious,1.0067291867584975e-06
review_text_1_vec_adorable diner,2.161766384662509e-06
review_text_1_vec_adorable little,0.0
review_text_1_vec_adore place,0.0
review_text_1_vec_adress tripadvisor,2.029505858790426e-06
review_text_1_vec_ads slow,0.0
review_text_1_vec_advance great,0.0
review_text_1_vec_adventures _ï,0.0
review_text_1_vec_adventurous cuisine,0.0
review_text_1_vec_adventurous eater,0.0
review_text_1_vec_advertised thei,0.0
review_text_1_vec_advertising rude,2.2397462375464542e-06
review_text_1_vec_adverts dont,2.77478816487687e-07
review_text_1_vec_advice charming,0.0
review_text_1_vec_advice got,2.743814486892872e-07
review_text_1_vec_advised menu,0.0
review_text_1_vec_aesthetic great,0.0
review_text_1_vec_affable staff,0.0
review_text_1_vec_affordable 10,0.0
review_text_1_vec_affordable austrian,1.8305471230838594e-07
review_text_1_vec_affordable authentic,0.0
review_text_1_vec_affordable beautifully,0.0
review_text_1_vec_affordable burgers,0.0
review_text_1_vec_affordable chicken,1.4306766437048098e-07
review_text_1_vec_affordable cooking,4.677361840661182e-05
review_text_1_vec_affordable cozy,1.892894312176136e-06
review_text_1_vec_affordable delicious,3.6012180781618386e-07
review_text_1_vec_affordable easy,0.0
review_text_1_vec_affordable easygoing,0.0
review_text_1_vec_affordable efficient,0.0
review_text_1_vec_affordable exce,0.0
review_text_1_vec_affordable filling,0.0
review_text_1_vec_affordable food,1.600917103513739e-06
review_text_1_vec_affordable friendly,0.0
review_text_1_vec_affordable generous,1.4982271091481256e-07
review_text_1_vec_affordable good,6.686764166383167e-07
review_text_1_vec_affordable great,0.0
review_text_1_vec_affordable indian,4.50595008197837e-07
review_text_1_vec_affordable japanese,8.714340127624453e-06
review_text_1_vec_affordable kebabs,1.6006648340351424e-07
review_text_1_vec_affordable korean,0.0
review_text_1_vec_affordable little,0.0
review_text_1_vec_affordable lunch,0.0
review_text_1_vec_affordable martini,0.0
review_text_1_vec_affordable menu,5.012352230325346e-06
review_text_1_vec_affordable michelin,0.0
review_text_1_vec_affordable neighbourhood,0.0
review_text_1_vec_affordable nice,4.805266738719576e-07
review_text_1_vec_affordable norwegian,0.0
review_text_1_vec_affordable place,2.569638405301685e-07
review_text_1_vec_affordable polish,0.0
review_text_1_vec_affordable pr,0.0
review_text_1_vec_affordable pric,1.6711108515042216e-07
review_text_1_vec_affordable price,1.063714717012271e-06
review_text_1_vec_affordable prices,2.6532843453174954e-06
review_text_1_vec_affordable pub,1.7051351131030293e-06
review_text_1_vec_affordable real,3.678524159203636e-07
review_text_1_vec_affordable restaurant,1.1794831285027235e-05
review_text_1_vec_affordable salmon,0.0
review_text_1_vec_affordable snacks,1.4198885005819463e-07
review_text_1_vec_affordable sushi,0.0
review_text_1_vec_affordable tasty,5.68609707416825e-07
review_text_1_vec_affordable thai,2.3122059304410224e-07
review_text_1_vec_affordable traditional,1.4599468303045164e-06
review_text_1_vec_affordable value,1.2862699513472905e-07
review_text_1_vec_affordable varied,0.0
review_text_1_vec_affordable wonderful,0.0
review_text_1_vec_affortable gourmets,0.0
review_text_1_vec_afghan food,0.0
review_text_1_vec_afhani food,0.0
review_text_1_vec_afordable prices,0.0
review_text_1_vec_africa asua,0.0
review_text_1_vec_african cousine,4.306297158881107e-06
review_text_1_vec_african cuisine,7.623930277998241e-07
review_text_1_vec_african dinner,0.0
review_text_1_vec_african flavours,1.1652345467992328e-07
review_text_1_vec_african food,4.161142927872837e-06
review_text_1_vec_african gem,0.0
review_text_1_vec_african middle,0.0
review_text_1_vec_african sharptooth,0.0
review_text_1_vec_african vibes,0.0
review_text_1_vec_afternoon bite,0.0
review_text_1_vec_afternoon boho,0.0
review_text_1_vec_afternoon break,4.141429292720317e-06
review_text_1_vec_afternoon cake,0.0
review_text_1_vec_afternoon cocktails,1.4585184763575223e-07
review_text_1_vec_afternoon coffe,3.309640715547134e-07
review_text_1_vec_afternoon coffee,0.0
review_text_1_vec_afternoon coffev,3.615285903452194e-06
review_text_1_vec_afternoon drink,9.312862867438837e-07
review_text_1_vec_afternoon drinks,0.0
review_text_1_vec_afternoon good,2.609155934813787e-07
review_text_1_vec_afternoon great,4.432229632009121e-07
review_text_1_vec_afternoon lunch,0.0
review_text_1_vec_afternoon meal,1.344524828872886e-07
review_text_1_vec_afternoon meeting,0.0
review_text_1_vec_afternoon okay,0.0
review_text_1_vec_afternoon pick,0.0
review_text_1_vec_afternoon shopping,1.546720429134691e-07
review_text_1_vec_afternoon snack,3.1774116368998236e-06
review_text_1_vec_afternoon tea,1.1146740050451877e-05
review_text_1_vec_afternoon visit,0.0
review_text_1_vec_afternoon walk,0.0
review_text_1_vec_afternoon wine,0.0
review_text_1_vec_afterwork 02,1.5390511846388308e-07
review_text_1_vec_afterworks drinks,0.0
review_text_1_vec_afyer bar,0.0
review_text_1_vec_aga krupa,0.0
review_text_1_vec_aged heavenlyness,0.0
review_text_1_vec_aged porto,0.0
review_text_1_vec_ages food,0.0
review_text_1_vec_aggressive charging,1.42783234991098e-07
review_text_1_vec_aggressive manager,2.902123077488275e-06
review_text_1_vec_aggressive staff,2.1811847515370932e-06
review_text_1_vec_aggressive waiters,3.011518118701642e-07
review_text_1_vec_aging steak,0.0
review_text_1_vec_agood approach,8.448748619474225e-07
review_text_1_vec_agradable bonito,0.0
review_text_1_vec_agradável boa,0.0
review_text_1_vec_agree previous,0.0
review_text_1_vec_agreeable surprise,1.284534892624613e-07
review_text_1_vec_agreeably french,1.0161643067492871e-05
review_text_1_vec_ah ma,0.0
review_text_1_vec_ah weiner,0.0
review_text_1_vec_ahead gig,6.204782133654691e-07
review_text_1_vec_ai quattro,2.1851933514286114e-06
review_text_1_vec_air conditioned,0.0
review_text_1_vec_air conditioning,1.2578998716181444e-07
review_text_1_vec_air feeling,1.153867927555804e-07
review_text_1_vec_air maryebone,0.0
review_text_1_vec_air museum,0.0
review_text_1_vec_air quiet,0.0
review_text_1_vec_air spot,8.811689628600733e-07
review_text_1_vec_airbnb apartment,0.0
review_text_1_vec_airbnb host,0.0
review_text_1_vec_airplan fans,1.5293703426740473e-07
review_text_1_vec_airport breackfast,6.104423401337676e-07
review_text_1_vec_airport expensi,0.0
review_text_1_vec_airport hotel,1.3732874877039628e-07
review_text_1_vec_airport hotels,2.1108755392196033e-07
review_text_1_vec_airport restaurant,0.0
review_text_1_vec_airy friendly,1.3869239120334055e-07
review_text_1_vec_airy great,0.0
review_text_1_vec_airy interior,0.0
review_text_1_vec_airy light,0.0
review_text_1_vec_airy room,9.79833215129314e-07
review_text_1_vec_aisan food,0.0
review_text_1_vec_aka paninis,7.329371376789721e-07
review_text_1_vec_al brigante,0.0
review_text_1_vec_al forno,0.0
review_text_1_vec_al fresco,2.9653352929924564e-07
review_text_1_vec_al taglio,0.0
review_text_1_vec_al tartuffo,0.0
review_text_1_vec_al tartufo,0.0
review_text_1_vec_ala perfect,7.236859949979487e-07
review_text_1_vec_alan geaam,3.108087183325376e-06
review_text_1_vec_alas gone,0.0
review_text_1_vec_albert hall,0.0
review_text_1_vec_albert jacks,0.0
review_text_1_vec_albert stallone,0.0
review_text_1_vec_alberto alcocé,1.926116546765386e-06
review_text_1_vec_alcohol bistro,1.0071899706180381e-06
review_text_1_vec_alcohol frills,7.254251631068303e-07
review_text_1_vec_alcohol great,0.0
review_text_1_vec_alcohol lovely,0.0
review_text_1_vec_alcohol served,0.0
review_text_1_vec_alcoholic drinks,3.0180633032398015e-07
review_text_1_vec_ale ale,0.0
review_text_1_vec_ale bar,0.0
review_text_1_vec_ale charming,0.0
review_text_1_vec_ale pub,0.0
review_text_1_vec_alentejo cuisine,0.0
review_text_1_vec_alentejo food,0.0
review_text_1_vec_ales selecti,0.0
review_text_1_vec_ales th,0.0
review_text_1_vec_alex plat,0.0
review_text_1_vec_alexandra palace,0.0
review_text_1_vec_alfred filipino,0.0
review_text_1_vec_algerian food,0.0
review_text_1_vec_algo amigos,0.0
review_text_1_vec_alice wond,7.117212761461115e-07
review_text_1_vec_alice wonderland,0.0
review_text_1_vec_alla borttarga,0.0
review_text_1_vec_allegade 10,6.895085859998644e-07
review_text_1_vec_allergens unremarkable,0.0
review_text_1_vec_allergens vegans,1.5704680592536856e-07
review_text_1_vec_allergic reaction,2.598605571700856e-07
review_text_1_vec_allergy friendly,0.0
review_text_1_vec_allergy savvy,5.7910701963940476e-06
review_text_1_vec_alleyway cafe,0.0
review_text_1_vec_allowed informed,0.0
review_text_1_vec_allowed inside,1.0262959469320439e-06
review_text_1_vec_allowed sit,0.0
review_text_1_vec_allways good,0.0
review_text_1_vec_ally restaurant,0.0
review_text_1_vec_almond croissant,0.0
review_text_1_vec_aloof wa,8.781950788691395e-07
review_text_1_vec_alot variety,0.0
review_text_1_vec_alright chinese,0.0
review_text_1_vec_alright exceptional,0.0
review_text_1_vec_alright quick,0.0
review_text_1_vec_alsace heart,1.1113342617203409e-06
review_text_1_vec_alsatian atmosphere,1.2012025722978753e-06
review_text_1_vec_alternative bar,1.528529736768653e-07
review_text_1_vec_alternative bavarian,0.0
review_text_1_vec_alternative burger,0.0
review_text_1_vec_alternative cafe,3.0830555037271127e-07
review_text_1_vec_alternative cuisine,0.0
review_text_1_vec_alternative eu,0.0
review_text_1_vec_alternative french,3.4035472979049657e-07
review_text_1_vec_alternative greek,0.0
review_text_1_vec_alternative halal,2.6736624100642333e-07
review_text_1_vec_alternative hotel,2.47761450965768e-06
review_text_1_vec_alternative ice,0.0
review_text_1_vec_alternative innovati,0.0
review_text_1_vec_alternative kfc,0.0
review_text_1_vec_alternative minute,2.3959500858045895e-06
review_text_1_vec_alternative movie,0.0
